Pclass,Sex,Age,Fare,Embarked,SibSp,Parch,FamilySize,IsAlone,Survived
3,female,65.71591989471642,406.03525290451887,C,1,2,4,0,1
3,female,70.85231060452422,474.36713272259067,Q,3,0,4,0,0
3,male,19.018301983965664,45.43507287638992,Q,0,3,4,0,1
3,male,17.751542352749905,478.0064515729337,S,2,3,6,0,1
1,female,49.26749811922835,266.0625336750051,Q,2,1,4,0,0
1,male,33.47124911472967,156.7871821973982,Q,3,4,8,0,0
1,female,67.3490429264709,47.66241688532012,S,2,1,4,0,0
2,male,72.10182674844287,255.30589135450472,S,4,1,6,0,0
2,male,28.920288964914732,399.31261680046686,S,3,4,8,0,0
2,female,19.712774158984082,356.47237386068207,Q,0,0,1,1,0
3,male,62.661515704265085,34.61074561734715,Q,3,3,7,0,1
2,female,22.709676808302753,45.72189933027272,S,1,1,3,0,0
2,male,65.98653116258059,207.4079084899922,S,3,4,8,0,1
3,female,34.475322038252266,154.6923420834922,S,2,2,5,0,0
1,female,53.73644204402617,123.86831829746345,Q,2,1,4,0,1
3,male,8.547289792938786,147.69220446526967,Q,4,3,8,0,0
1,female,50.28488664944927,403.70654421547346,C,4,0,5,0,1
3,male,36.6896466202411,465.3217462796084,Q,4,1,6,0,0
3,male,47.34206859086245,208.50032031850753,Q,0,1,2,0,0
1,male,14.27312241184421,453.9943910449236,Q,4,4,9,0,0
1,female,59.213025850590384,167.53289361146216,S,0,2,3,0,0
3,female,69.16096912591506,243.4541233084579,Q,4,2,7,0,0
3,male,18.122444207171277,120.75420892983986,S,0,0,1,1,0
3,male,8.561449886092777,323.83326066616354,C,3,3,7,0,0
3,female,2.8674482976605753,489.70074643565636,C,3,0,4,0,1
1,male,51.715748535018015,305.71161706125554,S,2,1,4,0,0
2,male,48.96042885101368,185.32890121563895,S,0,1,2,0,0
1,female,44.189095604411534,327.4305485353589,S,1,2,4,0,1
3,male,19.323820593162058,70.23113244803992,Q,2,3,6,0,0
3,female,31.88157367653566,445.44294933004534,C,3,4,8,0,0
2,male,47.96363047970767,256.5111358821198,S,0,3,4,0,0
1,female,40.24458184987438,230.1813735994246,Q,4,1,6,0,1
2,male,79.03505609697609,297.0737463422244,C,1,4,6,0,1
2,male,11.778740451981918,316.1440927668072,Q,3,3,7,0,1
3,female,55.91641976975991,45.17014505099139,C,2,3,6,0,0
3,male,32.94118268023908,344.4824383994672,Q,0,4,5,0,1
3,female,34.82776957912357,128.5465233546095,C,1,1,3,0,0
2,male,57.690223486995926,359.836789928229,C,0,3,4,0,0
1,female,55.7024559546252,413.0420492482564,Q,4,4,9,0,0
3,female,79.30922350247288,403.93966870073496,S,2,1,4,0,0
3,female,11.143148866875894,280.72547402986567,C,0,4,5,0,0
3,female,9.22466230134914,264.8832472322681,S,3,4,8,0,0
3,male,58.22276655317055,80.00922105631174,Q,2,3,6,0,0
2,male,46.692566443506315,389.9196136975364,S,3,1,5,0,0
3,female,22.658692658224663,142.99059641889005,S,0,3,4,0,1
2,female,7.274130150129942,253.3807571807938,S,2,0,3,0,0
1,female,7.767001718118013,149.2943055344832,S,3,0,4,0,1
1,male,71.64107909846534,75.57589786984964,S,4,1,6,0,0
1,male,16.157518652780688,318.4832714769509,C,4,4,9,0,1
3,male,26.54635340712614,36.62269706322287,C,0,3,4,0,0
2,male,18.905855775932054,376.836164721838,C,2,3,6,0,0
3,female,29.044708160723047,165.61752967794718,Q,1,1,3,0,0
3,female,6.484483576941376,10.065999572197807,S,2,1,4,0,0
2,female,42.00572348175336,260.4532782262426,C,4,0,5,0,1
2,male,6.341392523784977,32.95743517852553,Q,3,2,6,0,0
3,male,64.22816411796657,145.32308333224074,C,1,1,3,0,0
2,male,19.46325447092421,356.41847885330094,C,0,2,3,0,1
1,female,43.660941253756334,40.71791459471427,S,1,1,3,0,0
2,female,70.5262479173552,421.27586125444117,Q,0,4,5,0,0
1,male,52.41931215472834,11.871762102705723,S,1,4,6,0,0
3,female,43.10366513755549,130.9436959089321,S,0,0,1,1,0
3,male,26.622366496114672,373.042987514515,C,0,0,1,1,0
3,male,27.307151131597635,164.97237336736032,S,1,2,4,0,0
3,female,53.88946946065702,59.92727015234663,Q,1,1,3,0,1
3,male,79.53700953647224,186.51462021220965,S,0,3,4,0,0
1,female,53.28529599810091,142.4927103284175,S,4,0,5,0,0
3,male,45.06488997223197,422.9288320586719,S,1,3,5,0,0
3,female,58.72139030890044,163.54047961672015,C,2,3,6,0,1
3,female,37.75124337041373,396.57691117024353,Q,3,1,5,0,1
3,female,5.751245065462032,447.01735095726,C,0,2,3,0,0
2,male,45.42144845435487,222.57053559249948,C,0,1,2,0,1
1,male,76.65239747592504,455.87214048865206,C,3,0,4,0,0
2,female,14.848932446255112,194.8858464419645,C,4,3,8,0,0
2,female,55.51038637483259,482.398424080153,C,3,1,5,0,0
3,male,16.873761404065462,53.751867017530735,Q,1,1,3,0,0
3,male,43.33038707337342,346.63944058658893,S,3,1,5,0,0
1,male,8.637439522090851,251.96887982389504,C,0,0,1,1,1
3,female,36.57930396439663,199.94791467326706,C,3,2,6,0,0
2,male,60.73690298272444,320.02882058681445,Q,2,1,4,0,1
2,male,28.458150414879583,354.88997490082227,Q,1,0,2,0,0
1,female,53.52802623449023,12.138002128651452,S,3,3,7,0,0
2,male,63.8405469023886,91.80701348612737,Q,0,4,5,0,0
3,male,74.24704773887676,359.39256481081617,S,1,0,2,0,0
2,male,19.53672446658083,336.52885265332117,C,0,4,5,0,0
3,female,32.545957348935346,483.36327751305186,C,4,1,6,0,0
3,female,13.040865053102976,382.9085172228837,S,2,1,4,0,0
2,female,79.40619667051165,475.87862678835563,Q,4,0,5,0,0
3,female,74.23307646601933,354.2448457520554,S,2,4,7,0,1
3,female,43.65661329216421,156.04558223332714,Q,3,1,5,0,0
2,female,67.52063025573727,61.62881190291967,C,1,3,5,0,0
2,female,42.15568020449133,393.09369303901843,Q,3,2,6,0,0
2,male,50.26326935221802,325.6331185231988,S,2,2,5,0,1
2,male,8.040830137165312,33.61114607271515,S,2,1,4,0,1
1,female,60.66636321924783,186.4247282914794,C,2,4,7,0,0
3,male,11.089365207183551,478.83190958730023,Q,0,1,2,0,0
3,male,66.25934278994974,255.1965613979986,Q,1,4,6,0,0
1,female,62.78021892596048,222.03727664965527,Q,3,3,7,0,1
2,male,56.99083112169514,234.27280652805405,C,3,4,8,0,0
3,male,3.856670061456207,112.35253476253023,Q,4,1,6,0,0
2,male,24.94714011968096,190.66651372374966,S,2,3,6,0,0
1,male,21.785893022956586,191.20849543371654,Q,2,0,3,0,0
2,male,29.450776190250007,35.653959891861476,C,2,2,5,0,1
3,female,7.923776994343244,386.10813797377995,Q,3,1,5,0,0
2,female,75.01966801945396,214.0871716329007,Q,4,1,6,0,0
3,female,44.750377016277724,412.8681445400474,S,0,1,2,0,0
3,male,25.13642054198386,426.67052054874875,Q,1,3,5,0,1
2,female,32.36153984886839,113.87708680234245,S,0,0,1,1,1
3,male,36.329000699882016,332.103206263363,S,3,4,8,0,0
2,male,48.44695233548877,241.41808403986104,C,2,0,3,0,0
3,male,41.738674788023324,441.2768015815277,S,1,3,5,0,1
3,male,73.63196588393897,115.71293279646252,S,3,1,5,0,0
3,female,40.26011514956059,342.12846815192165,C,3,2,6,0,0
1,female,79.3804831710417,307.79853990383407,S,3,1,5,0,0
3,male,68.26257166186257,154.69772401019807,C,1,4,6,0,1
2,female,17.47233063422953,76.93444278907458,Q,1,2,4,0,0
1,male,74.51702195686939,329.30348263386554,C,4,1,6,0,1
1,female,10.19294543295261,371.912754484842,S,4,2,7,0,0
3,female,65.57852697080413,164.6573984440415,C,0,0,1,1,0
3,male,31.069240184649825,325.96797597093376,S,1,3,5,0,0
1,female,70.3599713151605,203.6141447296366,Q,1,1,3,0,0
3,male,69.57647851848857,359.47137280848267,C,1,4,6,0,0
2,female,64.66810660929207,107.61548469808602,Q,4,0,5,0,0
3,male,63.41240446825785,446.20535129172544,S,3,1,5,0,0
1,male,25.06965198874522,150.83070226813408,S,2,0,3,0,1
3,female,7.392623361048922,190.21513400051492,Q,4,4,9,0,1
2,female,32.83543412244775,38.465056519371394,C,1,1,3,0,0
3,male,14.708436683934185,64.64098403742543,C,4,4,9,0,0
1,female,55.90113602329448,262.77233232904075,S,0,2,3,0,0
2,female,28.341878396485058,141.12041159670602,Q,1,4,6,0,0
1,male,78.07320586793328,419.38531061367524,Q,0,2,3,0,1
3,male,51.63679411028123,17.199760440927385,C,1,1,3,0,0
3,female,65.97596452711451,195.75608384924874,C,4,2,7,0,0
2,male,11.469449146606026,175.29931791685541,C,3,1,5,0,1
3,male,69.09914409953718,19.470539149624507,Q,2,1,4,0,0
3,male,73.89781805055816,70.94051551025001,C,0,3,4,0,0
3,female,39.47789158669594,212.68491071013128,C,4,1,6,0,0
3,female,48.89398208232722,251.50364637924883,S,3,2,6,0,0
2,male,61.41997427133664,208.10197615488585,C,4,3,8,0,0
1,female,14.812251553572592,270.159462421926,C,0,3,4,0,1
3,male,40.70272004061195,301.61452070378397,Q,2,1,4,0,1
3,female,32.49437919401274,14.862672352639459,Q,4,4,9,0,0
3,male,12.56354538081768,237.4066281322169,S,1,4,6,0,1
2,male,30.035219361030983,482.11462803491827,C,3,3,7,0,0
2,female,6.385612441453992,264.3258172634789,S,4,1,6,0,1
3,male,3.0391406490094717,341.99571105488707,Q,3,4,8,0,0
3,female,11.678136843230998,162.81329037927276,S,1,1,3,0,1
3,female,77.08609381554473,389.25577529485366,Q,2,1,4,0,1
3,male,44.41283333570634,388.7315261192964,S,2,3,6,0,0
3,male,77.29995073110437,265.4350633505281,S,1,3,5,0,1
1,female,35.167332388080425,488.24677340681467,C,3,0,4,0,1
1,male,25.633474513735507,71.51960523370016,S,4,4,9,0,1
3,male,40.98520716437928,18.304355795894686,C,1,4,6,0,0
3,male,35.7214234019999,387.37752376097706,C,0,4,5,0,1
1,male,9.34751005667777,405.50621330879244,C,3,2,6,0,1
1,male,51.625278860526294,68.90154226908236,C,2,1,4,0,0
3,female,18.06701641825837,140.13558814971697,S,1,3,5,0,1
1,female,49.94744843692854,18.600658049648167,Q,2,4,7,0,0
1,male,52.36588629945412,153.7212192824767,Q,3,0,4,0,0
3,male,13.009963397163201,388.83951822014905,Q,2,4,7,0,0
3,male,5.846620541742785,263.8006585791637,S,1,1,3,0,0
3,female,62.680165299406745,180.56684065246117,C,3,1,5,0,0
2,male,37.324233477776296,192.15225450410185,Q,0,3,4,0,0
3,female,5.594939844932587,10.663276600579396,S,1,2,4,0,1
2,female,79.5944390564116,156.90225850696558,C,4,3,8,0,0
2,female,5.564664318712964,326.7647834025859,Q,1,4,6,0,0
3,male,55.9077830798257,487.355277470015,C,3,0,4,0,0
3,female,78.71063509580968,425.05980522211075,Q,1,3,5,0,0
3,male,19.895228233058123,21.56153267630927,Q,0,2,3,0,1
3,female,12.237700126288498,450.29469629067125,Q,0,3,4,0,0
3,male,10.589410214371883,393.7672225163267,C,4,1,6,0,1
1,female,24.95873665784005,392.3843005497804,S,2,4,7,0,0
2,male,8.982619069841089,234.41792191175003,C,3,4,8,0,0
2,female,55.68074599383642,205.02259354770638,Q,3,4,8,0,0
2,male,5.921052052274953,158.4287071282644,C,2,4,7,0,0
3,male,41.24434812383339,42.19048088763923,S,0,4,5,0,0
2,male,79.73905145438516,121.83532811191256,C,0,4,5,0,0
3,male,65.30365129097548,130.83578113923207,S,1,0,2,0,0
3,female,49.60233562024986,247.1977641579988,S,4,2,7,0,1
3,female,25.194036042142322,376.2477592323801,C,4,4,9,0,0
3,male,50.287771067039436,242.16681591499383,Q,4,2,7,0,0
3,female,42.636275649020476,38.343780229108695,S,1,4,6,0,0
2,male,34.66058732733935,479.3170024842199,C,4,3,8,0,0
1,male,11.32611976247576,471.934916356115,S,2,4,7,0,1
3,female,71.04173300399687,394.7428761427201,Q,1,1,3,0,0
2,male,36.53298725688448,495.7506717664681,C,2,0,3,0,0
1,male,16.37517843384044,276.7963430721288,C,1,3,5,0,1
3,female,30.05298871930588,481.756491624071,C,4,3,8,0,0
1,male,33.716250449785235,47.04646990220788,Q,2,1,4,0,0
3,male,66.37549374978308,189.18356664807195,S,2,4,7,0,0
3,male,58.95553606435076,120.43682132331526,C,2,0,3,0,0
3,male,61.77508659766585,105.95821122579231,S,1,3,5,0,1
2,female,1.87146988986313,78.99344495741128,S,3,0,4,0,1
1,female,33.87616585620116,314.9826843673384,Q,4,3,8,0,1
3,female,39.02618797919057,392.8477093161795,C,2,4,7,0,0
2,male,2.516189869021478,293.3662157159767,S,3,3,7,0,0
3,male,21.525243490857704,82.01172769822274,C,4,3,8,0,1
3,female,61.062896026648666,407.45064726740077,C,4,2,7,0,0
3,male,11.831666752590925,321.61780651022696,Q,2,4,7,0,0
2,male,43.28950038475474,200.20119600222782,C,2,1,4,0,0
2,male,18.00094788936176,340.32384481267087,C,1,1,3,0,0
3,male,1.9575411968675684,137.3534398289881,S,3,4,8,0,0
2,female,20.054915150363776,179.14418216216316,Q,3,1,5,0,1
1,female,78.09402663789425,459.5680631346752,C,2,4,7,0,1
3,female,64.32143183875618,152.347207778996,S,4,1,6,0,0
3,male,76.80655490136164,240.29425139738893,Q,2,2,5,0,0
3,female,39.540469470182636,446.16915732404715,Q,4,1,6,0,0
3,female,9.669159695522778,356.78346163108847,S,4,3,8,0,1
1,male,44.288799628921744,40.47958082070435,S,2,4,7,0,0
3,male,36.89580943023691,82.17849169669547,S,0,0,1,1,1
3,female,67.70420953642966,13.842379478239241,S,3,0,4,0,0
1,female,8.748523881955322,319.15167721229005,S,4,4,9,0,0
3,female,39.571049824720475,229.35997845110498,C,4,2,7,0,0
3,female,12.853844510824757,75.79467694211502,C,0,1,2,0,1
3,male,26.649398224314737,479.3877193178175,Q,1,2,4,0,0
3,female,59.25120911363617,269.53326473335375,C,0,0,1,1,0
3,female,38.605432220132556,128.5277141153157,C,0,4,5,0,0
2,male,30.69517452651578,255.2957498658067,C,4,4,9,0,1
2,female,32.16362600703279,343.01396304020284,S,3,2,6,0,1
3,male,37.29629470407294,47.35721680704659,Q,0,2,3,0,0
3,male,63.01630696312749,144.60486937346707,Q,1,1,3,0,1
3,male,71.47469042627851,405.4130905331569,Q,2,3,6,0,0
3,female,76.47144023381033,235.23578649730402,Q,0,3,4,0,0
3,female,63.16536751416831,277.8227995958245,C,0,1,2,0,0
3,male,25.917144764093006,222.07984108263994,C,1,3,5,0,0
3,female,55.36264178083683,31.510971895072508,S,3,0,4,0,1
3,female,35.57064680037596,91.2173921118764,Q,0,3,4,0,1
3,male,21.118979141638043,228.31540298352655,C,0,1,2,0,0
3,male,67.42885477464789,112.50087804988463,C,3,3,7,0,0
3,female,4.035681568023675,34.48972404324258,S,1,4,6,0,1
2,male,72.23919737869846,423.38833538539365,S,0,2,3,0,1
2,female,37.456719705354,490.78433929041677,S,3,0,4,0,0
1,female,51.33891666785416,398.6400082584023,C,0,4,5,0,1
3,female,53.088959854256835,428.35461163528686,C,2,4,7,0,0
1,female,71.71430151581637,128.56879385535223,S,4,1,6,0,0
2,male,51.29690489120938,480.7072180014679,Q,2,2,5,0,1
3,male,49.50075319604488,106.4935951821799,S,0,2,3,0,0
2,male,6.265511204294507,476.20060707729783,S,1,0,2,0,0
3,male,41.954233733671124,497.461454043316,S,4,1,6,0,0
1,female,12.86335106454629,358.7441748155639,S,2,0,3,0,1
1,female,59.25726772899736,490.76042857799274,C,3,3,7,0,1
3,male,41.465531744201286,289.0744919878808,Q,1,4,6,0,0
2,female,54.73799455745991,137.17547375628425,S,2,0,3,0,0
1,female,4.292159147588357,224.1279839761542,Q,3,4,8,0,0
3,female,7.6985692676184545,300.8448583356051,Q,0,1,2,0,0
3,male,57.5895476569519,45.80996539323735,Q,3,3,7,0,0
2,male,6.694662543895196,314.9481996624506,S,2,1,4,0,1
3,male,6.629281493455429,490.77714001352433,C,2,3,6,0,0
1,female,1.9565695435561086,103.15274839402653,S,0,3,4,0,0
1,male,76.56361046565893,398.3716069813078,Q,3,4,8,0,0
3,male,59.26316039726155,454.87040895201346,Q,3,1,5,0,0
3,male,28.906861271663068,472.4137804819082,C,0,1,2,0,1
3,male,24.426310921724763,480.46644615866916,S,3,0,4,0,0
3,male,28.626555149922115,265.51522297352125,Q,0,1,2,0,0
3,male,62.19762896331336,488.8808749158368,C,1,0,2,0,0
3,female,53.248278274562736,381.08200149587503,Q,2,2,5,0,0
2,female,15.630449861529968,89.21900375611133,C,1,2,4,0,0
3,male,14.754637491392664,243.6810521693053,C,4,2,7,0,0
2,male,8.773256327358387,361.98227593228194,S,4,1,6,0,0
2,female,53.16391485640571,131.19675475135085,Q,4,1,6,0,0
1,female,61.38544031551714,323.9014399389548,S,0,0,1,1,0
1,male,21.938667837675318,336.6342347328434,Q,3,3,7,0,0
3,male,2.6546519214421123,89.72287446619728,S,1,0,2,0,1
3,male,7.49156173063776,286.8918031018506,Q,1,2,4,0,0
3,male,77.4609427527574,388.0971863795178,S,1,0,2,0,0
2,female,24.3401374207162,254.45887562261154,C,1,3,5,0,0
1,male,61.768628679212554,15.930527220292639,Q,4,1,6,0,0
1,male,50.34842193948684,14.428849848853167,Q,1,0,2,0,1
2,male,31.173231532578775,184.94437854530597,C,3,2,6,0,0
3,male,17.249293713448854,463.8350935315732,S,4,2,7,0,1
3,female,10.589527034593107,122.0516220057683,Q,1,1,3,0,0
3,female,49.58602447507047,320.83820754712673,Q,0,0,1,1,0
2,female,62.19606867038525,118.81717663972708,S,2,3,6,0,1
3,male,51.868436029749326,167.61829493317882,C,2,1,4,0,0
3,male,42.893868526683505,425.54062390472717,S,2,0,3,0,0
3,female,4.314146651099264,367.14210671227397,S,4,4,9,0,0
3,male,77.51061342995632,56.74564588347321,S,1,2,4,0,1
2,male,64.0984211407114,220.06399028335247,Q,4,3,8,0,0
2,female,24.132940899376216,24.293184186179587,C,3,3,7,0,1
2,female,78.4176560193492,245.6361718354744,C,0,3,4,0,0
3,female,48.54864558126945,334.59266573352335,S,0,2,3,0,1
1,female,47.01138999837247,68.06628556309425,Q,2,0,3,0,0
1,male,60.09778117493304,151.55362006549117,S,2,1,4,0,1
1,male,65.12981325912087,204.9399464960569,Q,2,0,3,0,0
1,female,52.861809979188706,460.5702020814644,Q,1,1,3,0,1
3,male,11.119563962929803,496.6949575572524,Q,3,3,7,0,0
3,female,27.723132973565374,32.00653650785177,Q,3,0,4,0,0
2,female,74.31860758575793,382.8938825127421,C,3,3,7,0,0
1,male,18.744633335664304,192.1447925371482,Q,3,4,8,0,0
2,female,30.40119488316355,202.30451125244522,Q,2,3,6,0,0
2,male,35.13407375259148,379.5898369400411,S,0,3,4,0,1
1,male,35.712994185861724,460.02895175125025,S,2,1,4,0,1
2,male,49.42222701706751,475.9550113062487,C,3,4,8,0,0
2,male,75.5029911818319,292.79006715877716,S,2,3,6,0,1
3,female,20.014724234767893,184.98936805724637,Q,3,3,7,0,0
3,male,10.598608727772527,395.8990520708018,S,4,4,9,0,0
1,female,16.60016869893505,132.99067779852714,C,0,4,5,0,1
2,female,71.06706711653229,286.3962741284237,S,4,0,5,0,0
3,female,52.01905419976128,185.70344614718786,S,1,1,3,0,1
3,female,23.58663634989365,331.7492261168593,C,2,4,7,0,0
3,male,65.45980817852076,127.79546731781838,C,1,4,6,0,0
3,male,69.04822971271145,103.88054341006463,Q,2,2,5,0,0
1,female,67.87463275653197,459.9371524709642,S,4,4,9,0,0
1,female,73.5951961575248,59.88380464527308,Q,3,1,5,0,0
3,male,20.927040593695565,257.91937479011654,S,3,3,7,0,1
1,female,60.648312370955985,118.21786365187437,S,2,3,6,0,1
3,male,37.38262028465706,29.07568202957705,Q,3,3,7,0,1
3,female,67.51788567831485,27.649220962798932,S,4,3,8,0,0
3,male,58.55076349576744,95.8586683318554,S,3,2,6,0,0
2,female,62.339348273478244,434.71747370794014,S,4,4,9,0,0
3,female,52.836785176804646,148.41458454874305,C,1,3,5,0,0
2,male,15.016872788106843,475.7249935818949,Q,4,0,5,0,0
3,female,44.057126592858125,294.99492356470483,C,0,3,4,0,1
3,female,78.78890942243615,223.94095298669538,Q,0,4,5,0,0
2,male,75.05365725327239,294.2435289880328,Q,0,3,4,0,0
3,female,4.4107251279639215,263.18220876087116,S,2,2,5,0,0
3,male,14.020370442625532,381.80036434108933,Q,2,1,4,0,0
1,male,11.406573102910391,148.42307232669762,C,2,1,4,0,0
1,female,58.352412888838344,182.99469188414815,C,4,4,9,0,1
1,female,65.60504105869866,448.10620824129285,C,2,1,4,0,0
1,female,17.867397938543082,473.7636914436987,Q,1,1,3,0,1
1,female,40.96236274319449,447.3535314683725,C,0,0,1,1,0
3,female,67.4155392128848,215.52951703908366,Q,4,4,9,0,0
1,female,58.89132203653379,392.37909647337204,C,0,4,5,0,0
2,female,43.836739233856015,243.4045093175384,C,2,1,4,0,1
3,male,47.63746754624306,253.79452755159008,Q,4,1,6,0,1
1,female,41.16048320638612,110.29325343806914,C,3,1,5,0,0
3,male,24.506327654186826,299.6538485966731,S,1,2,4,0,0
2,female,45.63673743586227,101.20658989914048,Q,2,3,6,0,0
1,female,55.421938861957166,172.46670254292493,Q,2,2,5,0,0
3,male,69.99251035300381,428.96479879376824,Q,1,4,6,0,1
3,female,51.2670169643606,111.46714651331907,S,1,0,2,0,0
3,female,61.12860142640948,44.86755973498208,Q,3,3,7,0,0
3,male,13.645659161411267,43.81372038027999,C,2,0,3,0,0
3,female,37.4630404791634,470.9844150465229,C,2,4,7,0,0
2,female,1.7371979663403705,258.39101460129893,C,0,4,5,0,0
1,female,20.48763029720822,210.61191519033898,Q,4,0,5,0,0
3,male,58.39047549392738,407.33050469388,C,4,0,5,0,1
3,female,79.35298615659971,419.5547046761528,Q,0,0,1,1,1
3,female,8.835069867390057,172.77360622664625,C,4,4,9,0,0
2,female,32.71805095304177,349.87284816215964,S,1,1,3,0,1
2,female,64.2056065272336,387.85017976742444,S,4,0,5,0,0
3,male,17.118815135683008,330.7788365643177,S,4,3,8,0,0
2,male,44.85171099488061,84.28158665204869,S,0,4,5,0,0
3,female,58.912632386344306,439.18271092335794,Q,3,2,6,0,0
3,female,49.66285057055414,274.1563308406443,C,4,2,7,0,0
2,male,15.853954034617875,148.4114889213018,S,4,3,8,0,0
3,male,29.075380926173413,218.36181086447002,Q,3,1,5,0,0
3,female,62.91955097434638,28.409834295464616,S,0,0,1,1,1
1,male,44.783894616429315,72.6547325989846,S,3,4,8,0,0
3,female,1.413139469890106,385.1179077527718,Q,0,0,1,1,0
3,male,61.118270042219415,10.005701030129408,Q,1,4,6,0,0
3,male,3.7895970402788866,214.11725595632316,C,0,2,3,0,0
2,male,59.91296883576734,266.0299887319383,C,1,0,2,0,0
3,male,16.995964253053756,36.77086580047643,S,1,3,5,0,1
2,female,76.68780492943104,486.8082998564431,S,0,1,2,0,0
1,male,30.067319352864672,120.80141231233925,C,2,3,6,0,0
3,male,26.82759769070825,159.05737262177763,C,0,1,2,0,0
1,female,12.762155976263129,158.93183100496339,Q,4,0,5,0,0
2,male,25.142733023726976,122.90416443750145,C,4,0,5,0,0
3,male,70.25541018442784,10.722172822292594,C,2,1,4,0,0
3,female,79.71041267255254,367.3789491031182,S,1,2,4,0,0
3,male,30.09645291004102,483.7542949016498,C,2,4,7,0,0
3,female,36.44023984540886,119.90380680967208,S,4,3,8,0,0
2,female,58.043604118016226,334.89312398367696,C,2,3,6,0,1
2,female,71.00946665674088,373.5292002097704,Q,0,3,4,0,0
2,female,47.85050240075595,425.7284357543571,C,2,0,3,0,1
3,male,31.93053015604852,217.08830653666848,C,1,3,5,0,1
3,female,33.59712542704128,158.43614376381032,C,0,4,5,0,0
3,male,55.95383357324774,169.39461567128524,S,3,4,8,0,0
3,male,1.2542428247380157,359.1844532182713,Q,4,1,6,0,0
1,male,49.947557659327416,410.22193858776166,C,4,0,5,0,0
2,male,29.083947824867234,98.9908442007353,S,2,4,7,0,0
1,male,63.741589170889654,191.76109399730495,Q,0,2,3,0,1
3,male,8.346260546027441,451.9506964070835,S,3,0,4,0,1
2,male,47.46797908892285,405.2798246504222,S,0,0,1,1,0
3,male,38.996858301003776,492.58061735361315,Q,4,4,9,0,0
2,male,51.743716546512964,379.5816472442196,C,0,2,3,0,0
1,male,6.1234339641545,202.66564850368192,S,3,1,5,0,1
